customer_id,customer_name,email,registration_date,customer_type
426,Teresa Buckley,floydmikayla@example.com,2026-06-20,PREMIUM
427,James Washington,rjohnson@example.com,2024-11-27,REGULAR
428,Melanie Morales,vpreston@example.net,2025-02-08,VIP
429,John Adams,andrew44@example.com,2026-05-24,PREMIUM
430,Michael Garcia PhD,kevinmanning@example.com,2025-03-05,REGULAR
431,Lisa Davis,alewis@example.net,2025-08-19,VIP
432,Sharon Nicholson,cameronmckinney@example.com,2024-11-21,REGULAR
433,Kelly Carroll,jameswhitaker@example.org,2025-02-17,VIP
434,Anthony Ward,joshuacolon@example.net,2025-06-12,VIP
435,Becky Johnson,tracy72@example.com,2025-11-06,REGULAR
436,Hailey Monroe,kaitlyn14@example.org,2025-06-04,VIP
437,Scott Chan,mercedesholland@example.net,2025-01-15,PREMIUM
438,Jason Smith,wellsdavid@example.org,2025-11-17,VIP
439,Courtney Franklin,jennifer46@example.com,2026-05-31,PREMIUM
440,David Owens,asilva@example.net,2026-01-04,PREMIUM
441,Sara Hoffman,kenneth17@example.org,2025-04-26,PREMIUM
442,Margaret Hensley MD,jacob83@example.org,2026-04-25,REGULAR
443,Rhonda Powell,erin07@example.com,2025-02-25,PREMIUM
444,Jennifer Doyle,matthewreeves@example.net,2025-09-27,PREMIUM
445,Karen Shepard,william28@example.org,2025-03-24,PREMIUM
446,Carl Green,staceylam@example.net,2024-10-16,VIP
447,Daniel Savage,vfrench@example.com,2025-02-26,REGULAR
448,Julie Wilson,delacruzbrandy@example.net,2024-10-02,PREMIUM
449,Cory Wilson,amoreno@example.org,2026-06-15,PREMIUM
450,Brenda Gonzalez,dbenitez@example.org,2025-04-10,REGULAR
451,Catherine Miller,crystal25@example.net,2024-09-22,VIP
452,Donald Juarez,barbaramoore@example.org,2024-11-16,REGULAR
453,Madeline Powell,creyes@example.net,2025-01-09,PREMIUM
454,Tiffany Mcclain,andrewsmith@example.net,2025-02-17,PREMIUM
455,Shawn Collins,reyesbrianna@example.org,2024-09-27,REGULAR
456,Elizabeth Carter,ryan25@example.com,2025-05-14,VIP
457,Carmen Meadows,osmith@example.net,2024-11-17,PREMIUM
458,Alex Wagner,richardsondebra@example.org,2025-05-26,VIP
459,Dawn Nichols,wheelerbrandon@example.org,2025-12-28,REGULAR
460,Amber Wilson,jjames@example.com,2025-08-11,VIP
461,Christine Jennings,turnerdorothy@example.net,2025-09-16,VIP
462,Larry Taylor,huntchristine@example.com,2024-11-04,VIP
463,Kathleen Lynch,marie35example.net,2025-06-22,PREMIUM
464,Andrew Crawford,haleycastillo@example.org,2024-08-10,REGULAR
465,Brandon Rodriguez,fhernandez@example.net,2024-10-05,REGULAR
466,Ashley Scott,stephenmadden@example.com,2025-08-03,REGULAR
467,Robert Sawyer,michael56@example.net,2024-11-06,VIP
468,Peter Williams,elizabethjackson@example.com,2026-07-03,VIP
469,Marco Johns,watsonmatthew@example.org,2025-06-15,PREMIUM
470,Jesus Houston,pmarsh@example.org,2024-11-03,REGULAR
471,Nicholas Jarvis,dalepruitt@example.com,2026-04-23,REGULAR
472,Jessica Carr,cheryl27@example.com,2024-11-03,VIP
473,Jessica Brown,alexander89@example.net,2025-10-20,REGULAR
474,Tyler Marks,reynoldsjessica@example.com,2025-05-03,PREMIUM
475,Margaret Hernandez,smithsarah@example.net,2026-05-29,PREMIUM
476,Jon Martin,vflores@example.com,2024-09-16,VIP
477,Krista Gray,christianwallace@example.net,2025-07-22,REGULAR
478,Jonathan Stewart,bmcgee@example.org,2025-06-17,PREMIUM
479,Justin Smith,connersylvia@example.net,2025-04-01,VIP
480,Kristina Pena,xclements@example.org,2026-05-04,PREMIUM
481,Jesse Castro,xmoran@example.net,2025-07-25,PREMIUM
482,Peter Walker,michael48@example.net,2025-05-25,PREMIUM
483,Amber Martin,lydianewton@example.com,2024-10-30,VIP
484,Craig Martinez,ylewis@example.org,2026-02-15,PREMIUM
485,Peter Williams,bartonshannon@example.net,2025-11-08,VIP
486,Brandy Porter,tranryan@example.net,2025-08-18,PREMIUM
487,Priscilla Kent,jessicaanderson@example.com,2025-12-31,PREMIUM
488,Sonya Gordon,mbarnes@example.net,2026-03-23,VIP
489,James Cooper,shawn22@example.com,2025-11-18,PREMIUM
490,Nicole Evans,jennifer83@example.org,2025-01-17,VIP
491,Donna Reed,tinasantos@example.org,2025-09-03,VIP
492,Mallory Page,anna99@example.net,2026-02-10,PREMIUM
493,Paul Skinner,natalie60@example.net,2024-10-29,REGULAR
494,Charles Santiago,josephfloyd@example.com,2026-01-20,VIP
495,Ryan Vaughn,james80@example.com,2026-05-02,REGULAR
496,Luis Lowe,juliahoffman@example.org,2025-09-08,PREMIUM
497,Rebecca Roberts,housepaul@example.net,2025-04-07,PREMIUM
498,Amy Manning,christinenormanexample.com,2026-05-14,REGULAR
499,Mark Mckinney,kari89@example.org,2026-04-02,VIP
500,Cheryl Cole,lopezglenn@example.net,2024-11-08,REGULAR
501,Jeffrey Hawkins,eugenesingleton@example.org,2025-04-21,PREMIUM
502,Timothy Williams,candice94@example.com,2026-04-13,VIP
503,Heather Bowers,alicia28@example.org,2026-04-10,REGULAR
504,Jennifer Herrera,baileynicole@example.net,2025-04-22,VIP
505,Edward Clements,wbarajas@example.net,2024-08-14,PREMIUM
506,Gregory Allen,susanfleming@example.com,2025-05-31,VIP
507,Theresa Cruz,angel85@example.net,2026-04-23,PREMIUM
508,Katelyn Phillips,lukemiller@example.org,2024-12-16,REGULAR
509,Patricia Ferguson,clarkcrystal@example.org,2026-06-10,REGULAR
510,Sara Harris,elucas@example.net,2026-01-22,PREMIUM
511,Joe Rivera,jonesgregory@example.com,2025-10-15,VIP
512,Roberto Bartlett,ohughes@example.com,2025-07-10,REGULAR
513,James Wilson,maychristine@example.net,2025-11-05,VIP
514,Ryan Howard,robertsgina@example.net,2024-10-14,PREMIUM
515,Timothy James,wellsamanda@example.org,2026-03-11,PREMIUM
516,Robert Gardner,kennetheaton@example.net,2025-12-24,REGULAR
517,Travis Spencer,davidsmith@example.net,2025-06-10,REGULAR
518,Theresa Torres,jason82@example.org,2024-12-28,PREMIUM
519,Ruben Lee,emilybradley@example.org,2026-05-31,REGULAR
520,Wanda Dunn,robertscarlos@example.org,2025-01-08,VIP
521,Katelyn Rivera,emilyyoung@example.com,2025-12-02,REGULAR
522,Corey Tucker,christina49@example.org,2025-10-21,REGULAR
523,Rhonda Benjamin,adamsanchez@example.org,2026-02-12,PREMIUM
524,Jessica Larsen,erinrivera@example.com,2025-08-02,REGULAR
525,Raymond Tucker,thompsoncatherine@example.com,2026-06-05,VIP
526,Stephanie Gonzalez,lunapatricia@example.net,2025-12-11,PREMIUM
527,Kevin Sullivan,rebeccaarnold@example.net,2026-07-03,PREMIUM
528,Mrs. Patricia Diaz MD,dennis88@example.org,2025-06-12,REGULAR
529,Adam Allen,katherinetaylor@example.org,2024-12-25,PREMIUM
530,Krystal Brennan,jillwebb@example.com,2024-09-08,VIP
531,John Brown,jim38@example.com,2025-06-05,REGULAR
532,Jesse Williams,dakota84@example.net,2025-02-28,PREMIUM
533,Laura Bennett,pdiaz@example.org,2025-09-13,PREMIUM
534,William Walker,wgomez@example.com,2026-04-15,PREMIUM
535,Mr. Jonathan Taylor,jerryrobertson@example.com,2025-01-19,PREMIUM
536,Christopher Guzman,guerrerorobert@example.com,2026-02-18,REGULAR
537,Michael Mendoza,deborahjenkins@example.org,2024-09-10,PREMIUM
538,Kevin Taylor,macdonalddylan@example.org,2025-02-24,PREMIUM
539,Kellie Sullivan,johnsjessica@example.com,2024-10-13,VIP
540,Lawrence Ruiz,ajackson@example.net,2024-11-26,VIP
541,Samantha White,gary57@example.net,2025-11-09,VIP
542,James Anderson,harrismichele@example.net,2026-01-21,REGULAR
543,Chase Davis,mvalenzuela@example.org,2026-06-20,VIP
544,Kathy Wilson,mhopkins@example.net,2026-05-12,REGULAR
545,Todd Gregory,xboyd@example.org,2026-01-31,VIP
546,Crystal Lang,zbell@example.net,2026-07-14,PREMIUM
547,Melissa Davis,jonathancannon@example.org,2025-03-16,REGULAR
548,Kimberly Scott,fletcherkristine@example.net,2025-09-17,PREMIUM
549,Adam Pena,robert12@example.com,2025-12-27,REGULAR
550,Deborah Herrera,cheryl63@example.com,2025-10-10,VIP
551,Karen Wood,tking@example.net,2025-05-02,VIP
552,Jennifer Taylor,adkinssean@example.net,2024-12-11,REGULAR
553,Jordan Hartman,martintamara@example.org,2026-04-24,VIP
554,Charles Frost,qdavis@example.org,2025-05-23,PREMIUM
555,Andrew Cruz,hmendez@example.com,2026-02-11,REGULAR
556,Amy Ayala,daniellegonzales@example.org,2026-05-30,VIP
557,Regina Mitchell,bowerswilliam@example.net,2025-02-03,PREMIUM
558,Megan Ward,cantrellchristopher@example.com,2026-04-05,PREMIUM
559,Michael Sullivan,aprilmclaughlin@example.org,2026-07-22,REGULAR
560,Duane Gallegos,michael43@example.net,2025-01-06,PREMIUM
