customer_id,customer_name,email,registration_date,customer_type,invalid_email
401,Mitchell Sellers,brian29@example.net,2026-07-21,REGULAR,False
402,Brian Fox,susan56@example.net,2024-10-25,VIP,False
403,Frank Daugherty,fconner@example.net,2025-04-11,REGULAR,False
404,Wayne Steele,jeffrey92@example.com,2025-04-03,PREMIUM,False
405,Elizabeth Thompson,rushstacy@example.com,2026-05-30,REGULAR,False
406,Traci Johnson DDS,daniellegarcia@example.com,2024-11-25,VIP,False
407,Blake Reed,gary15@example.com,2024-08-16,REGULAR,False
408,David Jones,kristin00@example.com,2025-07-14,VIP,False
409,Tracy Wilkerson,wmacias@example.net,2025-05-26,PREMIUM,False
410,John Shields,franciscojones@example.org,2025-03-25,PREMIUM,False
411,Dean Garcia,george62@example.net,2024-10-05,VIP,False
412,Stephanie Davis,bbush@example.net,2024-12-14,REGULAR,False
413,Jessica Brown,jamie36@example.net,2025-10-12,PREMIUM,False
414,Monica Baker,kenneth10@example.com,2025-10-26,VIP,False
415,Katherine Brown,pattersonkelly@example.net,2025-12-06,REGULAR,False
416,Christina Johnson,daniellerowland@example.com,2026-05-25,VIP,False
417,Richard Ruiz,christopher86@example.org,2025-05-23,REGULAR,False
418,Jaclyn Griffin,scott43@example.com,2025-10-20,REGULAR,False
419,Paul Contreras,barnettlindsey@example.com,2026-03-18,REGULAR,False
420,Kristen Randall,rsheppard@example.com,2025-10-26,VIP,False
421,Karen Miller,shawrachel@example.net,2026-01-16,VIP,False
422,Mrs. Tiffany Cole,teresastokes@example.org,2024-09-10,PREMIUM,False
423,William Graham,maryscott@example.net,2026-07-19,VIP,False
424,Angie Hawkins,melissa87@example.org,2026-04-10,PREMIUM,False
425,Laurie Harrington,perryeddie@example.net,2025-11-03,VIP,False
426,Teresa Buckley,floydmikayla@example.com,2026-06-20,PREMIUM,False
427,James Washington,rjohnson@example.com,2024-11-27,REGULAR,False
428,Melanie Morales,vpreston@example.net,2025-02-08,VIP,False
429,John Adams,andrew44@example.com,2026-05-24,PREMIUM,False
430,Michael Garcia PhD,kevinmanning@example.com,2025-03-05,REGULAR,False
431,Lisa Davis,alewis@example.net,2025-08-19,VIP,False
432,Sharon Nicholson,cameronmckinney@example.com,2024-11-21,REGULAR,False
433,Kelly Carroll,jameswhitaker@example.org,2025-02-17,VIP,False
434,Anthony Ward,joshuacolon@example.net,2025-06-12,VIP,False
435,Becky Johnson,tracy72@example.com,2025-11-06,REGULAR,False
436,Hailey Monroe,kaitlyn14@example.org,2025-06-04,VIP,False
437,Scott Chan,mercedesholland@example.net,2025-01-15,PREMIUM,False
438,Jason Smith,wellsdavid@example.org,2025-11-17,VIP,False
439,Courtney Franklin,jennifer46@example.com,2026-05-31,PREMIUM,False
440,David Owens,asilva@example.net,2026-01-04,PREMIUM,False
441,Sara Hoffman,kenneth17@example.org,2025-04-26,PREMIUM,False
442,Margaret Hensley MD,jacob83@example.org,2026-04-25,REGULAR,False
443,Rhonda Powell,erin07@example.com,2025-02-25,PREMIUM,False
444,Jennifer Doyle,matthewreeves@example.net,2025-09-27,PREMIUM,False
445,Karen Shepard,william28@example.org,2025-03-24,PREMIUM,False
446,Carl Green,staceylam@example.net,2024-10-16,VIP,False
447,Daniel Savage,vfrench@example.com,2025-02-26,REGULAR,False
448,Julie Wilson,delacruzbrandy@example.net,2024-10-02,PREMIUM,False
449,Cory Wilson,amoreno@example.org,2026-06-15,PREMIUM,False
450,Brenda Gonzalez,dbenitez@example.org,2025-04-10,REGULAR,False
451,Catherine Miller,crystal25@example.net,2024-09-22,VIP,False
452,Donald Juarez,barbaramoore@example.org,2024-11-16,REGULAR,False
453,Madeline Powell,creyes@example.net,2025-01-09,PREMIUM,False
454,Tiffany Mcclain,andrewsmith@example.net,2025-02-17,PREMIUM,False
455,Shawn Collins,reyesbrianna@example.org,2024-09-27,REGULAR,False
456,Elizabeth Carter,ryan25@example.com,2025-05-14,VIP,False
457,Carmen Meadows,osmith@example.net,2024-11-17,PREMIUM,False
458,Alex Wagner,richardsondebra@example.org,2025-05-26,VIP,False
459,Dawn Nichols,wheelerbrandon@example.org,2025-12-28,REGULAR,False
460,Amber Wilson,jjames@example.com,2025-08-11,VIP,False
461,Christine Jennings,turnerdorothy@example.net,2025-09-16,VIP,False
462,Larry Taylor,huntchristine@example.com,2024-11-04,VIP,False
463,Kathleen Lynch,marie35example.net,2025-06-22,PREMIUM,True
464,Andrew Crawford,haleycastillo@example.org,2024-08-10,REGULAR,False
465,Brandon Rodriguez,fhernandez@example.net,2024-10-05,REGULAR,False
466,Ashley Scott,stephenmadden@example.com,2025-08-03,REGULAR,False
467,Robert Sawyer,michael56@example.net,2024-11-06,VIP,False
468,Peter Williams,elizabethjackson@example.com,2026-07-03,VIP,False
469,Marco Johns,watsonmatthew@example.org,2025-06-15,PREMIUM,False
470,Jesus Houston,pmarsh@example.org,2024-11-03,REGULAR,False
471,Nicholas Jarvis,dalepruitt@example.com,2026-04-23,REGULAR,False
472,Jessica Carr,cheryl27@example.com,2024-11-03,VIP,False
473,Jessica Brown,alexander89@example.net,2025-10-20,REGULAR,False
474,Tyler Marks,reynoldsjessica@example.com,2025-05-03,PREMIUM,False
475,Margaret Hernandez,smithsarah@example.net,2026-05-29,PREMIUM,False
476,Jon Martin,vflores@example.com,2024-09-16,VIP,False
477,Krista Gray,christianwallace@example.net,2025-07-22,REGULAR,False
478,Jonathan Stewart,bmcgee@example.org,2025-06-17,PREMIUM,False
479,Justin Smith,connersylvia@example.net,2025-04-01,VIP,False
480,Kristina Pena,xclements@example.org,2026-05-04,PREMIUM,False
481,Jesse Castro,xmoran@example.net,2025-07-25,PREMIUM,False
482,Peter Walker,michael48@example.net,2025-05-25,PREMIUM,False
483,Amber Martin,lydianewton@example.com,2024-10-30,VIP,False
484,Craig Martinez,ylewis@example.org,2026-02-15,PREMIUM,False
485,Peter Williams,bartonshannon@example.net,2025-11-08,VIP,False
486,Brandy Porter,tranryan@example.net,2025-08-18,PREMIUM,False
487,Priscilla Kent,jessicaanderson@example.com,2025-12-31,PREMIUM,False
488,Sonya Gordon,mbarnes@example.net,2026-03-23,VIP,False
489,James Cooper,shawn22@example.com,2025-11-18,PREMIUM,False
490,Nicole Evans,jennifer83@example.org,2025-01-17,VIP,False
491,Donna Reed,tinasantos@example.org,2025-09-03,VIP,False
492,Mallory Page,anna99@example.net,2026-02-10,PREMIUM,False
493,Paul Skinner,natalie60@example.net,2024-10-29,REGULAR,False
494,Charles Santiago,josephfloyd@example.com,2026-01-20,VIP,False
495,Ryan Vaughn,james80@example.com,2026-05-02,REGULAR,False
496,Luis Lowe,juliahoffman@example.org,2025-09-08,PREMIUM,False
497,Rebecca Roberts,housepaul@example.net,2025-04-07,PREMIUM,False
498,Amy Manning,christinenormanexample.com,2026-05-14,REGULAR,True
499,Mark Mckinney,kari89@example.org,2026-04-02,VIP,False
500,Cheryl Cole,lopezglenn@example.net,2024-11-08,REGULAR,False
501,Jeffrey Hawkins,eugenesingleton@example.org,2025-04-21,PREMIUM,False
502,Timothy Williams,candice94@example.com,2026-04-13,VIP,False
503,Heather Bowers,alicia28@example.org,2026-04-10,REGULAR,False
504,Jennifer Herrera,baileynicole@example.net,2025-04-22,VIP,False
505,Edward Clements,wbarajas@example.net,2024-08-14,PREMIUM,False
506,Gregory Allen,susanfleming@example.com,2025-05-31,VIP,False
507,Theresa Cruz,angel85@example.net,2026-04-23,PREMIUM,False
508,Katelyn Phillips,lukemiller@example.org,2024-12-16,REGULAR,False
509,Patricia Ferguson,clarkcrystal@example.org,2026-06-10,REGULAR,False
510,Sara Harris,elucas@example.net,2026-01-22,PREMIUM,False
511,Joe Rivera,jonesgregory@example.com,2025-10-15,VIP,False
512,Roberto Bartlett,ohughes@example.com,2025-07-10,REGULAR,False
513,James Wilson,maychristine@example.net,2025-11-05,VIP,False
514,Ryan Howard,robertsgina@example.net,2024-10-14,PREMIUM,False
515,Timothy James,wellsamanda@example.org,2026-03-11,PREMIUM,False
516,Robert Gardner,kennetheaton@example.net,2025-12-24,REGULAR,False
517,Travis Spencer,davidsmith@example.net,2025-06-10,REGULAR,False
518,Theresa Torres,jason82@example.org,2024-12-28,PREMIUM,False
519,Ruben Lee,emilybradley@example.org,2026-05-31,REGULAR,False
520,Wanda Dunn,robertscarlos@example.org,2025-01-08,VIP,False
521,Katelyn Rivera,emilyyoung@example.com,2025-12-02,REGULAR,False
522,Corey Tucker,christina49@example.org,2025-10-21,REGULAR,False
523,Rhonda Benjamin,adamsanchez@example.org,2026-02-12,PREMIUM,False
524,Jessica Larsen,erinrivera@example.com,2025-08-02,REGULAR,False
525,Raymond Tucker,thompsoncatherine@example.com,2026-06-05,VIP,False
526,Stephanie Gonzalez,lunapatricia@example.net,2025-12-11,PREMIUM,False
527,Kevin Sullivan,rebeccaarnold@example.net,2026-07-03,PREMIUM,False
528,Mrs. Patricia Diaz MD,dennis88@example.org,2025-06-12,REGULAR,False
529,Adam Allen,katherinetaylor@example.org,2024-12-25,PREMIUM,False
530,Krystal Brennan,jillwebb@example.com,2024-09-08,VIP,False
531,John Brown,jim38@example.com,2025-06-05,REGULAR,False
532,Jesse Williams,dakota84@example.net,2025-02-28,PREMIUM,False
533,Laura Bennett,pdiaz@example.org,2025-09-13,PREMIUM,False
534,William Walker,wgomez@example.com,2026-04-15,PREMIUM,False
535,Mr. Jonathan Taylor,jerryrobertson@example.com,2025-01-19,PREMIUM,False
536,Christopher Guzman,guerrerorobert@example.com,2026-02-18,REGULAR,False
537,Michael Mendoza,deborahjenkins@example.org,2024-09-10,PREMIUM,False
538,Kevin Taylor,macdonalddylan@example.org,2025-02-24,PREMIUM,False
539,Kellie Sullivan,johnsjessica@example.com,2024-10-13,VIP,False
540,Lawrence Ruiz,ajackson@example.net,2024-11-26,VIP,False
541,Samantha White,gary57@example.net,2025-11-09,VIP,False
542,James Anderson,harrismichele@example.net,2026-01-21,REGULAR,False
543,Chase Davis,mvalenzuela@example.org,2026-06-20,VIP,False
544,Kathy Wilson,mhopkins@example.net,2026-05-12,REGULAR,False
545,Todd Gregory,xboyd@example.org,2026-01-31,VIP,False
546,Crystal Lang,zbell@example.net,2026-07-14,PREMIUM,False
547,Melissa Davis,jonathancannon@example.org,2025-03-16,REGULAR,False
548,Kimberly Scott,fletcherkristine@example.net,2025-09-17,PREMIUM,False
549,Adam Pena,robert12@example.com,2025-12-27,REGULAR,False
550,Deborah Herrera,cheryl63@example.com,2025-10-10,VIP,False
551,Karen Wood,tking@example.net,2025-05-02,VIP,False
552,Jennifer Taylor,adkinssean@example.net,2024-12-11,REGULAR,False
553,Jordan Hartman,martintamara@example.org,2026-04-24,VIP,False
554,Charles Frost,qdavis@example.org,2025-05-23,PREMIUM,False
555,Andrew Cruz,hmendez@example.com,2026-02-11,REGULAR,False
556,Amy Ayala,daniellegonzales@example.org,2026-05-30,VIP,False
557,Regina Mitchell,bowerswilliam@example.net,2025-02-03,PREMIUM,False
558,Megan Ward,cantrellchristopher@example.com,2026-04-05,PREMIUM,False
559,Michael Sullivan,aprilmclaughlin@example.org,2026-07-22,REGULAR,False
560,Duane Gallegos,michael43@example.net,2025-01-06,PREMIUM,False
