customer_sk,customer_id_nk,customer_key,first_name,last_name,marital_status,gender,create_date,birthdate,country,full_name,age
5485,20760.0,AW00020760,Thomas,Alexander,Married,Male,2026-01-05,1973-03-15,Canada,Thomas Alexander,41.0
5486,20761.0,AW00020761,Jonathan,Washington,Married,Male,2026-01-05,1967-11-09,,Jonathan Washington,46.0
5487,20762.0,AW00020762,Jennifer,King,Married,Female,2026-01-05,1968-10-08,,Jennifer King,45.0
5488,20763.0,AW00020763,Lucas,Carter,Married,Male,2026-01-05,1963-02-10,,Lucas Carter,51.0
5489,20764.0,AW00020764,Christian,Taylor,Married,Male,2026-01-05,1962-07-16,Canada,Christian Taylor,51.0
5490,20765.0,AW00020765,Wyatt,Lopez,Married,Male,2026-01-05,1962-11-16,,Wyatt Lopez,51.0
5491,20766.0,AW00020766,Charles,Morgan,Married,Male,2026-01-05,1969-04-06,,Charles Morgan,45.0
5492,20767.0,AW00020767,Rachel,Thomas,Single,Female,2026-01-05,1964-03-22,,Rachel Thomas,50.0
5493,20768.0,AW00020768,Marshall,Nara,Single,Male,2026-01-05,1963-08-24,,Marshall Nara,50.0
5494,20790.0,AW00020790,Kayla,Harrison,Married,Female,2026-01-05,1978-12-04,,Kayla Harrison,35.0
5495,20792.0,AW00020792,Hailey,Rivera,Married,Female,2026-01-05,1976-12-31,Canada,Hailey Rivera,37.0
5496,20832.0,AW00020832,Kelvin,Tang,Single,Male,2026-01-05,1972-05-05,United Kingdom,Kelvin Tang,42.0
5497,20813.0,AW00020813,Michael,Rothkugel,Married,Male,2026-01-05,1984-10-09,Australia,Michael Rothkugel,29.0
5498,20815.0,AW00020815,Tracy,Andersen,Single,Female,2026-01-05,1984-08-04,Australia,Tracy Andersen,29.0
5499,20816.0,AW00020816,Connor,Ross,Married,Male,2026-01-05,1986-01-09,Australia,Connor Ross,28.0
5500,20817.0,AW00020817,Geoffrey,Rodriguez,Single,Male,2026-01-05,1983-10-05,Australia,Geoffrey Rodriguez,30.0
5501,20818.0,AW00020818,Rachel,Powell,Single,Female,2026-01-05,1983-01-10,Australia,Rachel Powell,31.0
5502,20819.0,AW00020819,Raymond,Madan,Single,Male,2026-01-05,1984-08-20,Australia,Raymond Madan,29.0
5503,20820.0,AW00020820,Kathleen,Rubio,Married,Female,2026-01-05,1984-12-11,Australia,Kathleen Rubio,29.0
5504,20821.0,AW00020821,Hany,Morcos,Married,Male,2026-01-05,1984-02-22,Australia,Hany Morcos,30.0
5505,20822.0,AW00020822,Shannon,Ruiz,Single,Male,2026-01-05,1983-01-31,Australia,Shannon Ruiz,31.0
5506,20823.0,AW00020823,Troy,Martinez,Married,Male,2026-01-05,1982-10-26,Australia,Troy Martinez,31.0
5507,20824.0,AW00020824,Derek,Xu,Single,Male,2026-01-05,1948-11-06,United Kingdom,Derek Xu,65.0
5508,20825.0,AW00020825,Pamela,Kapoor,Married,Female,2026-01-05,1949-06-02,United Kingdom,Pamela Kapoor,65.0
5509,20826.0,AW00020826,Jillian,Raman,Single,Female,2026-01-05,1972-05-08,France,Jillian Raman,42.0
5510,20827.0,AW00020827,Jillian,Perez,Single,Female,2026-01-05,1967-03-06,France,Jillian Perez,47.0
5511,20828.0,AW00020828,Jaclyn,Shan,Married,Female,2026-01-05,1966-08-17,Germany,Jaclyn Shan,47.0
5512,20829.0,AW00020829,Andy,Diaz,Married,Male,2026-01-05,1967-05-15,Germany,Andy Diaz,47.0
5513,20830.0,AW00020830,Whitney,Martinez,Married,Female,2026-01-05,1966-07-19,Germany,Whitney Martinez,47.0
5514,20831.0,AW00020831,Drew,Xu,Married,Male,2026-01-05,1972-06-02,Germany,Drew Xu,42.0
5515,20814.0,AW00020814,Margaret,Lu,Single,Female,2026-01-05,1984-09-28,Australia,Margaret Lu,29.0
5516,20812.0,AW00020812,Preston,Prasad,Single,Male,2026-01-05,1985-08-16,Australia,Preston Prasad,28.0
5517,20793.0,AW00020793,Gary,Martin,Single,Male,2026-01-05,1976-04-02,France,Gary Martin,38.0
5518,20811.0,AW00020811,Calvin,Shan,Single,Male,2026-01-05,1948-01-15,United Kingdom,Calvin Shan,66.0
5519,20794.0,AW00020794,Brenda,Rana,Married,Female,2026-01-05,1967-08-08,France,Brenda Rana,46.0
5520,20795.0,AW00020795,Emmanuel,Subram,Single,Male,2026-01-05,1967-11-15,France,Emmanuel Subram,46.0
5521,20796.0,AW00020796,Claudia,Guo,Single,Female,2026-01-05,1967-02-13,France,Claudia Guo,47.0
5522,20797.0,AW00020797,Dawn,Hu,Married,Female,2026-01-05,1964-02-19,France,Dawn Hu,50.0
5523,20798.0,AW00020798,Mathew,Munoz,Married,Male,2026-01-05,1964-03-03,Germany,Mathew Munoz,50.0
5524,20799.0,AW00020799,Peter,Raje,Married,Male,2026-01-05,1964-02-21,Germany,Peter Raje,50.0
5525,20800.0,AW00020800,Connor,Jenkins,Married,Male,2026-01-05,1963-05-16,United Kingdom,Connor Jenkins,51.0
5526,20801.0,AW00020801,Ronald,Chandra,Single,Male,2026-01-05,1963-05-24,United Kingdom,Ronald Chandra,51.0
5527,20802.0,AW00020802,Jon,Li,Single,Male,2026-01-05,1962-08-24,France,Jon Li,51.0
5528,20803.0,AW00020803,Nicole,Rodriguez,Single,Female,2026-01-05,1961-08-15,France,Nicole Rodriguez,52.0
5529,20804.0,AW00020804,Katelyn,Torres,Married,Female,2026-01-05,1961-05-10,United Kingdom,Katelyn Torres,53.0
5530,20805.0,AW00020805,Brandon,Williams,Married,Male,2026-01-05,1961-03-11,Germany,Brandon Williams,53.0
5531,20806.0,AW00020806,James,Lopez,Married,Male,2026-01-05,1971-08-22,United Kingdom,James Lopez,42.0
5532,20807.0,AW00020807,Jordan,Foster,Married,Male,2026-01-05,1960-12-30,United Kingdom,Jordan Foster,53.0
5533,20808.0,AW00020808,Julie,Jai,Married,Female,2026-01-05,1971-11-11,Germany,Julie Jai,42.0
5534,20809.0,AW00020809,Benjamin,Anderson,Married,Male,2026-01-05,1959-11-10,United Kingdom,Benjamin Anderson,54.0
5535,20810.0,AW00020810,Brittney,He,Married,Female,2026-01-05,1947-06-22,France,Brittney He,67.0
5536,20582.0,AW00020582,Desiree,Bradley,Single,Female,2026-01-05,1958-05-06,France,Desiree Bradley,56.0
5537,20581.0,AW00020581,Ruth,Sanchez,Married,Female,2026-01-05,1958-05-15,France,Ruth Sanchez,56.0
5538,20580.0,AW00020580,Ernest,Huang,Single,Male,2026-01-05,1963-03-12,France,Ernest Huang,51.0
5539,20350.0,AW00020350,Isabella,Campbell,Married,Female,2026-01-05,1960-08-01,Canada,Isabella Campbell,53.0
5540,20352.0,AW00020352,Melissa,Foster,Married,Female,2026-01-05,1960-11-06,United States,Melissa Foster,53.0
5541,20353.0,AW00020353,Allison,Phillips,Single,Female,2026-01-05,1960-04-14,United States,Allison Phillips,54.0
5542,20354.0,AW00020354,Austin,Williams,Married,Male,2026-01-05,1960-05-01,Canada,Austin Williams,54.0
5543,20355.0,AW00020355,Melanie,Gray,Single,Female,2026-01-05,1959-10-29,United States,Melanie Gray,54.0
5544,20356.0,AW00020356,Louis,Lu,Married,Male,2026-01-05,1941-01-04,United States,Louis Lu,73.0
5545,20357.0,AW00020357,Julian,Price,Married,Female,2026-01-05,1941-01-28,United States,Julian Price,73.0
5546,20358.0,AW00020358,Brian,Murphy,Married,Male,2026-01-05,1946-09-10,United States,Brian Murphy,67.0
5547,20359.0,AW00020359,Rachel,Blue,Married,Female,2026-01-05,1940-08-31,United States,Rachel Blue,73.0
5548,20360.0,AW00020360,Brianna,Russell,Married,Female,2026-01-05,1940-10-20,United States,Brianna Russell,73.0
5549,20361.0,AW00020361,Jonathon,Moreno,Married,Male,2026-01-05,1942-04-02,United States,Jonathon Moreno,72.0
5550,20362.0,AW00020362,Seth,Gonzalez,Married,Male,2026-01-05,1942-06-14,United States,Seth Gonzalez,72.0
5551,20363.0,AW00020363,Alexander,Brown,Single,Male,2026-01-05,1941-09-02,United States,Alexander Brown,72.0
5552,20364.0,AW00020364,Anna,Jackson,Married,Female,2026-01-05,1941-08-26,United States,Anna Jackson,72.0
5553,20365.0,AW00020365,Isaac,Scott,Married,Male,2026-01-05,1966-01-24,United States,Isaac Scott,48.0
5554,20366.0,AW00020366,Marcus,Powell,Married,Male,2026-01-05,1971-08-31,United States,Marcus Powell,42.0
5555,20367.0,AW00020367,Jessica,Anderson,Married,Female,2026-01-05,1976-08-16,United States,Jessica Anderson,37.0
5556,20368.0,AW00020368,Thomas,Jackson,Single,Male,2026-01-05,1960-03-04,United States,Thomas Jackson,54.0
5557,20351.0,AW00020351,Maria,Gonzalez,Married,Female,2026-01-05,1960-12-20,United States,Maria Gonzalez,53.0
5558,20349.0,AW00020349,Nicole,Harris,Married,Female,2026-01-05,1961-06-10,United States,Nicole Harris,53.0
5559,20370.0,AW00020370,Blake,Young,Married,Male,2026-01-05,1960-01-29,United States,Blake Young,54.0
5560,20348.0,AW00020348,Chloe,Evans,Single,Female,2026-01-05,1983-09-07,United States,Chloe Evans,30.0
5561,20331.0,AW00020331,Jeremy,Cox,Married,Male,2026-01-05,1967-12-04,United States,Jeremy Cox,46.0
5562,20332.0,AW00020332,Danny,Navarro,Married,Male,2026-01-05,1967-10-30,United States,Danny Navarro,46.0
5563,20333.0,AW00020333,Abigail,Gonzales,Single,Female,2026-01-05,1968-04-16,United States,Abigail Gonzales,46.0
5564,20334.0,AW00020334,Jeremiah,Mitchell,Married,Male,2026-01-05,1973-05-10,United States,Jeremiah Mitchell,41.0
5565,20335.0,AW00020335,Adam,Gonzales,Single,Male,2026-01-05,1967-11-02,United States,Adam Gonzales,46.0
5566,20336.0,AW00020336,Ian,Young,Married,Male,2026-01-05,1973-12-06,United States,Ian Young,40.0
5567,20337.0,AW00020337,Xavier,Hall,Married,Male,2026-01-05,1979-04-02,United States,Xavier Hall,35.0
5568,20338.0,AW00020338,Anna,James,Single,Female,2026-01-05,1967-07-20,United States,Anna James,46.0
5569,20339.0,AW00020339,Kaitlyn,Hughes,Married,Female,2026-01-05,1968-01-23,United States,Kaitlyn Hughes,46.0
5570,20340.0,AW00020340,Makayla,Kelly,Married,Female,2026-01-05,1967-09-24,United States,Makayla Kelly,46.0
5571,20341.0,AW00020341,Tyler,Smith,Married,Male,2026-01-05,1966-08-21,Canada,Tyler Smith,47.0
5572,20342.0,AW00020342,Aimee,Lu,Married,Female,2026-01-05,1966-09-13,United States,Aimee Lu,47.0
5573,20343.0,AW00020343,Sierra,Hill,Married,Female,2026-01-05,1966-11-30,United States,Sierra Hill,47.0
5574,20344.0,AW00020344,Ashlee,Anand,Married,Female,2026-01-05,1967-04-14,United States,Ashlee Anand,47.0
5575,20345.0,AW00020345,Regina,Martinez,Single,Female,2026-01-05,1972-07-14,United States,Regina Martinez,41.0
5576,20346.0,AW00020346,Angelica,Washington,Single,Female,2026-01-05,1966-10-03,United States,Angelica Washington,47.0
5577,20347.0,AW00020347,Savannah,Roberts,Married,Female,2026-01-05,1978-03-12,United States,Savannah Roberts,36.0
5578,20369.0,AW00020369,Trevor,Barnes,Single,Male,2026-01-05,1965-08-19,United States,Trevor Barnes,48.0
5579,20371.0,AW00020371,Grace,Bryant,Married,Female,2026-01-05,1959-08-17,United States,Grace Bryant,54.0
5580,20329.0,AW00020329,Jose,Yang,Married,Male,2026-01-05,1974-12-08,United States,Jose Yang,39.0
5581,20392.0,AW00020392,Destiny,Ramirez,Married,Female,2026-01-05,1945-09-08,United States,Destiny Ramirez,68.0
5582,20394.0,AW00020394,Emma,Butler,Married,Female,2026-01-05,1946-10-13,United States,Emma Butler,67.0
5583,20395.0,AW00020395,Katherine,Rogers,Single,Female,2026-01-05,1958-02-07,United States,Katherine Rogers,56.0
5584,20396.0,AW00020396,Jason,Simmons,Single,Male,2026-01-05,1946-11-21,United States,Jason Simmons,67.0
5585,20397.0,AW00020397,Isaiah,Gray,Married,Male,2026-01-05,1947-03-23,United States,Isaiah Gray,67.0
5586,20398.0,AW00020398,Jordan,Collins,Single,Female,2026-01-05,1946-11-29,United States,Jordan Collins,67.0
5587,20399.0,AW00020399,Benjamin,Rodriguez,Married,Male,2026-01-05,1947-12-14,United States,Benjamin Rodriguez,66.0
5588,20400.0,AW00020400,Sydney,Henderson,Married,Female,2026-01-05,1948-03-20,United States,Sydney Henderson,66.0
5589,20401.0,AW00020401,Hannah,Jenkins,Married,Female,2026-01-05,1947-10-09,United States,Hannah Jenkins,66.0
5590,20402.0,AW00020402,Vincent,Liang,Married,Male,2026-01-05,1952-01-12,Australia,Vincent Liang,62.0
5591,20403.0,AW00020403,Mitchell,Lal,Married,Male,2026-01-05,1951-08-10,Australia,Mitchell Lal,62.0
5592,20404.0,AW00020404,Jorge,Yang,Single,Male,2026-01-05,1954-02-07,Australia,Jorge Yang,60.0
5593,20405.0,AW00020405,Isaiah,Campbell,Single,Male,2026-01-05,1983-12-31,United States,Isaiah Campbell,30.0
5594,20406.0,AW00020406,Felicia,Munoz,Married,Female,2026-01-05,1953-08-04,Australia,Felicia Munoz,60.0
5595,20407.0,AW00020407,Kristopher,Vance,Married,Male,2026-01-05,1965-05-20,Australia,Kristopher Vance,49.0
5596,20408.0,AW00020408,Isaac,Morgan,Single,Male,2026-01-05,1983-01-14,United States,Isaac Morgan,31.0
5597,20409.0,AW00020409,Sophia,Young,Single,Female,2026-01-05,1983-05-17,United States,Sophia Young,31.0
5598,20410.0,AW00020410,Richard,Jackson,Married,Male,2026-01-05,1982-12-10,United States,Richard Jackson,31.0
5599,20393.0,AW00020393,Kaitlyn,White,Single,Female,2026-01-05,1945-09-10,United States,Kaitlyn White,68.0
5600,20391.0,AW00020391,Meghan,Serrano,Married,Female,2026-01-05,1945-11-17,United States,Meghan Serrano,68.0
5601,20372.0,AW00020372,Kaitlyn,Edwards,Married,Female,2026-01-05,1965-10-18,United States,Kaitlyn Edwards,48.0
5602,20390.0,AW00020390,Ross,Ramos,Single,Male,2026-01-05,1945-08-11,United States,Ross Ramos,68.0
5603,20373.0,AW00020373,Morgan,Williams,Married,Female,2026-01-05,1965-01-13,Canada,Morgan Williams,49.0
5604,20374.0,AW00020374,Fernando,Adams,Married,Male,2026-01-05,1959-12-13,United States,Fernando Adams,54.0
5605,20375.0,AW00020375,Olivia,Perry,Single,Female,2026-01-05,1958-09-14,Canada,Olivia Perry,55.0
5606,20376.0,AW00020376,Destiny,Lewis,Single,Female,2026-01-05,1959-05-15,United States,Destiny Lewis,55.0
5607,20377.0,AW00020377,Brian,Reed,Married,Male,2026-01-05,1958-09-24,United States,Brian Reed,55.0
5608,20378.0,AW00020378,Nathan,Jai,Married,Male,2026-01-05,1948-09-21,United States,Nathan Jai,65.0
5609,20379.0,AW00020379,Brittney,Chen,Single,Female,2026-01-05,1943-05-18,United States,Brittney Chen,71.0
5610,20380.0,AW00020380,Catherine,Reed,Married,Female,2026-01-05,1948-01-31,Canada,Catherine Reed,66.0
5611,20381.0,AW00020381,Blake,Bennett,Married,Male,2026-01-05,1943-12-05,United States,Blake Bennett,70.0
5612,20382.0,AW00020382,Jack,Hernandez,Married,Male,2026-01-05,1944-03-23,United States,Jack Hernandez,70.0
5613,20383.0,AW00020383,Richard,Hernandez,Single,Male,2026-01-05,1945-03-02,United States,Richard Hernandez,69.0
5614,20384.0,AW00020384,Luis,Gonzalez,Married,Male,2026-01-05,1944-08-11,United States,Luis Gonzalez,69.0
5615,20385.0,AW00020385,Jason,Patterson,Married,Male,2026-01-05,1945-04-16,United States,Jason Patterson,69.0
5616,20386.0,AW00020386,Anna,Russell,Married,Female,2026-01-05,1945-05-20,United States,Anna Russell,69.0
5617,20387.0,AW00020387,Jordan,Adams,Married,Male,2026-01-05,1946-05-12,United States,Jordan Adams,68.0
5618,20388.0,AW00020388,Natasha,Gill,Married,Female,2026-01-05,1946-05-04,United States,Natasha Gill,68.0
5619,20389.0,AW00020389,Lee,Romero,Married,Male,2026-01-05,1945-08-04,United States,Lee Romero,68.0
5620,20330.0,AW00020330,Nathan,Thomas,Married,Male,2026-01-05,1973-06-01,Canada,Nathan Thomas,41.0
5621,20328.0,AW00020328,Sierra,Carter,Married,Female,2026-01-05,1980-05-13,United States,Sierra Carter,34.0
5622,20412.0,AW00020412,David,Jackson,Married,Male,2026-01-05,1983-04-22,United States,David Jackson,31.0
5623,20266.0,AW00020266,Summer,Gonzalez,Married,Female,2026-01-05,1972-07-23,Australia,Summer Gonzalez,41.0
5624,20268.0,AW00020268,Jorge,He,Married,Male,2026-01-05,1971-07-07,Australia,Jorge He,42.0
5625,20269.0,AW00020269,Hunter,Foster,Married,Male,2026-01-05,1960-10-23,Australia,Hunter Foster,53.0
5626,20270.0,AW00020270,Kevin,Phillips,Married,Male,2026-01-05,1981-11-01,United States,Kevin Phillips,32.0
5627,20271.0,AW00020271,Barry,Fernandez,Single,Male,2026-01-05,1981-08-18,United States,Barry Fernandez,32.0
5628,20272.0,AW00020272,Seth,James,Single,Male,2026-01-05,1980-10-20,United States,Seth James,33.0
5629,20273.0,AW00020273,Katherine,Martin,Single,Female,2026-01-05,1982-04-27,Canada,Katherine Martin,32.0
5630,20274.0,AW00020274,Brent,Wang,Married,Male,2026-01-05,1981-10-19,United States,Brent Wang,32.0
5631,20275.0,AW00020275,Angela,Kelly,Married,Female,2026-01-05,1985-07-05,United States,Angela Kelly,28.0
5632,20276.0,AW00020276,Haley,Sanchez,Single,Female,2026-01-05,1986-03-26,United States,Haley Sanchez,28.0
5633,20277.0,AW00020277,Mary,Hall,Married,Female,2026-01-05,1943-01-25,Australia,Mary Hall,71.0
5634,20278.0,AW00020278,Alisha,Oliver,Married,Female,2026-01-05,1983-03-04,United States,Alisha Oliver,31.0
5635,20279.0,AW00020279,Trevor,Henderson,Single,Male,2026-01-05,1982-07-11,United States,Trevor Henderson,31.0
5636,20280.0,AW00020280,Joshua,Harris,Single,Male,2026-01-05,1985-03-06,Canada,Joshua Harris,29.0
5637,20281.0,AW00020281,Karl,Xie,Single,Male,2026-01-05,1984-10-25,United States,Karl Xie,29.0
5638,20282.0,AW00020282,Trisha,Xu,Single,Female,2026-01-05,1944-06-30,Australia,Trisha Xu,70.0
5639,20283.0,AW00020283,Katie,Shen,Married,Female,2026-01-05,1951-12-05,Australia,Katie Shen,62.0
5640,20284.0,AW00020284,Deanna,Ashe,Single,Female,2026-01-05,1948-12-09,Australia,Deanna Ashe,65.0
5641,20267.0,AW00020267,Monica,Garcia,Married,Female,2026-01-05,1971-08-05,Australia,Monica Garcia,42.0
5642,20265.0,AW00020265,Clarence,Guo,Married,Male,2026-01-05,1966-11-04,Australia,Clarence Guo,47.0
5643,20286.0,AW00020286,Stacey,Wu,Single,Female,2026-01-05,1982-05-05,United States,Stacey Wu,32.0
5644,20264.0,AW00020264,Jay,Carlson,Single,Male,2026-01-05,1972-10-23,Australia,Jay Carlson,41.0
5645,22938.0,AW00022938,Hector,Blanco,Married,Male,2026-01-05,1967-01-29,Australia,Hector Blanco,47.0
5646,20248.0,AW00020248,Gina,Suarez,Married,Female,2026-01-05,1965-08-31,Australia,Gina Suarez,48.0
5647,20249.0,AW00020249,Tasha,Kumar,Single,Female,2026-01-05,1965-12-31,Australia,Tasha Kumar,48.0
5648,20250.0,AW00020250,Charles,Garcia,Married,Male,2026-01-05,1965-12-24,Australia,Charles Garcia,48.0
5649,20251.0,AW00020251,Luis,Li,Married,Male,2026-01-05,1965-08-01,Australia,Luis Li,48.0
5650,20252.0,AW00020252,Darrell,Raje,Married,Male,2026-01-05,1971-06-20,Australia,Darrell Raje,43.0
5651,20253.0,AW00020253,Veronica,Kapoor,Single,Female,2026-01-05,1976-04-09,Australia,Veronica Kapoor,38.0
5652,20254.0,AW00020254,Dana,Gutierrez,Single,Female,2026-01-05,1970-11-13,Australia,Dana Gutierrez,43.0
5653,20255.0,AW00020255,Stephanie,Russell,Married,Female,2026-01-05,1976-08-01,Australia,Stephanie Russell,37.0
5654,20256.0,AW00020256,Javier,Serrano,Single,Male,2026-01-05,1975-05-01,Australia,Javier Serrano,39.0
5655,20257.0,AW00020257,Roy,Carlson,Single,Male,2026-01-05,1975-07-22,Australia,Roy Carlson,38.0
5656,20258.0,AW00020258,Katelyn,Ward,Single,Female,2026-01-05,1979-10-18,Australia,Katelyn Ward,34.0
5657,20259.0,AW00020259,Jenny,Andersen,Single,Female,2026-01-05,1974-09-24,Australia,Jenny Andersen,39.0
5658,20260.0,AW00020260,Ethan,Martinez,Single,Male,2026-01-05,1967-11-15,Australia,Ethan Martinez,46.0
5659,20261.0,AW00020261,Mariah,Rivera,Married,Female,2026-01-05,1967-09-23,Australia,Mariah Rivera,46.0
5660,20262.0,AW00020262,Brett,Prasad,Married,Male,2026-01-05,1967-11-29,Australia,Brett Prasad,46.0
5661,20263.0,AW00020263,Steve,Zhou,Single,Male,2026-01-05,1968-06-14,Australia,Steve Zhou,46.0
5662,20285.0,AW00020285,Aaron,Alexander,Married,Male,2026-01-05,1982-04-20,United States,Aaron Alexander,32.0
5663,20287.0,AW00020287,Destiny,Simmons,Single,Female,2026-01-05,1982-05-20,United States,Destiny Simmons,32.0
5664,20327.0,AW00020327,Sophia,Perez,Married,Female,2026-01-05,1974-04-08,United States,Sophia Perez,40.0
5665,20308.0,AW00020308,Pieter,Uittenbogaard,Married,Female,2026-01-05,1985-04-24,United States,Pieter Uittenbogaard,29.0
5666,20310.0,AW00020310,Timothy,Ramirez,Single,Male,2026-01-05,1984-10-01,United States,Timothy Ramirez,29.0
5667,20311.0,AW00020311,Cole,Bell,Married,Male,2026-01-05,1984-08-10,United States,Cole Bell,29.0
5668,20312.0,AW00020312,Ryan,Lewis,Married,Male,2026-01-05,1983-11-19,Canada,Ryan Lewis,30.0
5669,20313.0,AW00020313,Oscar,Bennett,Single,Male,2026-01-05,1984-05-10,United States,Oscar Bennett,30.0
5670,20314.0,AW00020314,Russell,Deng,Married,Male,2026-01-05,1953-05-12,Australia,Russell Deng,61.0
5671,20315.0,AW00020315,Devin,Ramirez,Single,Male,2026-01-05,1984-02-22,United States,Devin Ramirez,30.0
5672,20316.0,AW00020316,Suzanne,Zhang,Single,Female,2026-01-05,1952-03-12,Australia,Suzanne Zhang,62.0
5673,20317.0,AW00020317,Alex,Green,Married,Male,2026-01-05,1951-11-19,Australia,Alex Green,62.0
5674,20318.0,AW00020318,Amanda,Turner,Married,Female,2026-01-05,1982-10-30,Canada,Amanda Turner,31.0
5675,20319.0,AW00020319,Dylan,Alexander,Married,Male,2026-01-05,1977-05-05,United States,Dylan Alexander,37.0
5676,20320.0,AW00020320,Mindy,Nath,Married,Female,2026-01-05,1977-04-03,United States,Mindy Nath,37.0
5677,20321.0,AW00020321,Colleen,Chen,Married,Female,2026-01-05,1977-04-01,United States,Colleen Chen,37.0
5678,20322.0,AW00020322,Rachel,Wood,Single,Female,2026-01-05,1968-10-15,United States,Rachel Wood,45.0
5679,20323.0,AW00020323,Justin,Coleman,Single,Male,2026-01-05,1969-03-31,United States,Justin Coleman,45.0
5680,20324.0,AW00020324,Ashley,Rodriguez,Married,Female,2026-01-05,1974-09-15,United States,Ashley Rodriguez,39.0
5681,20325.0,AW00020325,Charles,Williams,Single,Male,2026-01-05,1968-07-19,United States,Charles Williams,45.0
5682,20326.0,AW00020326,Paige,Blue,Married,Female,2026-01-05,1969-02-07,United States,Paige Blue,45.0
5683,20309.0,AW00020309,Cristina,Sharma,Married,Female,2026-01-05,1955-11-08,Australia,Cristina Sharma,58.0
5684,20307.0,AW00020307,Natalie,Blue,Single,Female,2026-01-05,1984-09-19,United States,Natalie Blue,29.0
5685,20288.0,AW00020288,Jeremiah,Edwards,Single,Male,2026-01-05,1981-07-22,United States,Jeremiah Edwards,32.0
5686,20306.0,AW00020306,Mary,Baker,Single,Female,2026-01-05,1985-05-11,United States,Mary Baker,29.0
5687,20289.0,AW00020289,Jada,Richardson,Single,Female,2026-01-05,1981-12-09,United States,Jada Richardson,32.0
5688,20290.0,AW00020290,Austin,Simmons,Single,Male,2026-01-05,1982-06-22,United States,Austin Simmons,32.0
5689,20291.0,AW00020291,Alexis,Walker,Single,Female,2026-01-05,1981-05-02,United States,Alexis Walker,33.0
5690,20292.0,AW00020292,Katherine,Ross,Single,Female,2026-01-05,1985-07-16,United States,Katherine Ross,28.0
5691,20293.0,AW00020293,Rachel,Jackson,Single,Female,2026-01-05,1979-11-02,United States,Rachel Jackson,34.0
5692,20294.0,AW00020294,Julia,Davis,Single,Female,2026-01-05,1985-08-10,United States,Julia Davis,28.0
5693,20295.0,AW00020295,Christopher,Brown,Married,Male,2026-01-05,1979-05-03,United States,Christopher Brown,35.0
5694,20296.0,AW00020296,Morgan,Diaz,Single,Female,2026-01-05,1978-08-27,United States,Morgan Diaz,35.0
5695,20297.0,AW00020297,Valerie,Wu,Single,Female,2026-01-05,1978-09-10,United States,Valerie Wu,35.0
5696,20298.0,AW00020298,Edgar,Arun,Single,Male,2026-01-05,1978-04-02,United States,Edgar Arun,36.0
5697,20299.0,AW00020299,Megan,Cook,Married,Female,2026-01-05,1974-05-06,Canada,Megan Cook,40.0
5698,20300.0,AW00020300,Xavier,Garcia,Single,Male,2026-01-05,1973-12-21,Canada,Xavier Garcia,40.0
5699,20301.0,AW00020301,Gloria,Bradley,Married,Female,2026-01-05,1979-10-19,United States,Gloria Bradley,34.0
5700,20302.0,AW00020302,Tasha,Andersen,Single,Female,2026-01-05,1979-11-16,United States,Tasha Andersen,34.0
5701,20303.0,AW00020303,Bryce,Morgan,Married,Male,2026-01-05,1973-10-23,United States,Bryce Morgan,40.0
5702,20304.0,AW00020304,Jesse,Edwards,Single,Male,2026-01-05,1985-02-19,United States,Jesse Edwards,29.0
5703,20305.0,AW00020305,Caleb,Ross,Single,Male,2026-01-05,1985-06-24,United States,Caleb Ross,29.0
5704,20411.0,AW00020411,Cole,James,Married,Male,2026-01-05,1982-12-03,United States,Cole James,31.0
5705,20413.0,AW00020413,Taylor,Powell,Married,Female,2026-01-05,1981-11-03,United States,Taylor Powell,32.0
5706,20579.0,AW00020579,Alexandra,King,Married,Female,2026-01-05,1964-08-29,France,Alexandra King,49.0
5707,20518.0,AW00020518,Desiree,Sanz,Married,Female,2026-01-05,1958-10-20,United States,Desiree Sanz,55.0
5708,20520.0,AW00020520,Cassandra,Srini,Single,Female,2026-01-05,1953-12-09,United States,Cassandra Srini,60.0
5709,20521.0,AW00020521,Gina,Carlson,Married,Female,2026-01-05,1954-01-11,United States,Gina Carlson,60.0
5710,20522.0,AW00020522,Kevin,Parker,Married,Male,2026-01-05,1954-06-07,United States,Kevin Parker,60.0
5711,20523.0,AW00020523,Emma,Howard,Married,Female,2026-01-05,1953-11-08,United States,Emma Howard,60.0
5712,20524.0,AW00020524,Angelica,Jenkins,Single,Female,2026-01-05,1960-04-01,United States,Angelica Jenkins,54.0
5713,20525.0,AW00020525,James,Kumar,Married,Male,2026-01-05,1960-08-18,,James Kumar,53.0
5714,20526.0,AW00020526,Brittany,Alexander,Single,Female,2026-01-05,1960-05-23,,Brittany Alexander,54.0
5715,20527.0,AW00020527,Sydney,Harris,Married,Female,2026-01-05,1954-09-15,,Sydney Harris,59.0
5716,20528.0,AW00020528,Mason,Adams,Married,Male,2026-01-05,1956-04-03,Canada,Mason Adams,58.0
5717,20529.0,AW00020529,Destiny,Jackson,Single,Female,2026-01-05,1956-05-26,,Destiny Jackson,58.0
5718,20530.0,AW00020530,Mariah,Jenkins,Married,Female,2026-01-05,1955-10-01,,Mariah Jenkins,58.0
5719,20531.0,AW00020531,James,Young,Married,Male,2026-01-05,1955-09-22,,James Young,58.0
5720,20532.0,AW00020532,Joan,Watson,Married,Female,2026-01-05,1961-04-19,,Joan Watson,53.0
